date_id,fdate,year,month,day,dow,dow_name,month_name,quarter,y-m,y-q
19000101,1900-01-01,1900,1,1,0,Monday,January,1,1900-1,1900-1
20220101,2022-01-01,2022,1,1,5,Saturday,January,1,2022-1,2022-1
20220102,2022-01-02,2022,1,2,6,Sunday,January,1,2022-1,2022-1
20220103,2022-01-03,2022,1,3,0,Monday,January,1,2022-1,2022-1
20220104,2022-01-04,2022,1,4,1,Tuesday,January,1,2022-1,2022-1
20220105,2022-01-05,2022,1,5,2,Wednesday,January,1,2022-1,2022-1
20220106,2022-01-06,2022,1,6,3,Thursday,January,1,2022-1,2022-1
20220107,2022-01-07,2022,1,7,4,Friday,January,1,2022-1,2022-1
20220108,2022-01-08,2022,1,8,5,Saturday,January,1,2022-1,2022-1
20220109,2022-01-09,2022,1,9,6,Sunday,January,1,2022-1,2022-1
20220110,2022-01-10,2022,1,10,0,Monday,January,1,2022-1,2022-1
20220111,2022-01-11,2022,1,11,1,Tuesday,January,1,2022-1,2022-1
20220112,2022-01-12,2022,1,12,2,Wednesday,January,1,2022-1,2022-1
20220113,2022-01-13,2022,1,13,3,Thursday,January,1,2022-1,2022-1
20220114,2022-01-14,2022,1,14,4,Friday,January,1,2022-1,2022-1
20220115,2022-01-15,2022,1,15,5,Saturday,January,1,2022-1,2022-1
20220116,2022-01-16,2022,1,16,6,Sunday,January,1,2022-1,2022-1
20220117,2022-01-17,2022,1,17,0,Monday,January,1,2022-1,2022-1
20220118,2022-01-18,2022,1,18,1,Tuesday,January,1,2022-1,2022-1
20220119,2022-01-19,2022,1,19,2,Wednesday,January,1,2022-1,2022-1
20220120,2022-01-20,2022,1,20,3,Thursday,January,1,2022-1,2022-1
20220121,2022-01-21,2022,1,21,4,Friday,January,1,2022-1,2022-1
20220122,2022-01-22,2022,1,22,5,Saturday,January,1,2022-1,2022-1
20220123,2022-01-23,2022,1,23,6,Sunday,January,1,2022-1,2022-1
20220124,2022-01-24,2022,1,24,0,Monday,January,1,2022-1,2022-1
20220125,2022-01-25,2022,1,25,1,Tuesday,January,1,2022-1,2022-1
20220126,2022-01-26,2022,1,26,2,Wednesday,January,1,2022-1,2022-1
20220127,2022-01-27,2022,1,27,3,Thursday,January,1,2022-1,2022-1
20220128,2022-01-28,2022,1,28,4,Friday,January,1,2022-1,2022-1
20220129,2022-01-29,2022,1,29,5,Saturday,January,1,2022-1,2022-1
20220130,2022-01-30,2022,1,30,6,Sunday,January,1,2022-1,2022-1
20220131,2022-01-31,2022,1,31,0,Monday,January,1,2022-1,2022-1
20220201,2022-02-01,2022,2,1,1,Tuesday,February,1,2022-2,2022-1
20220202,2022-02-02,2022,2,2,2,Wednesday,February,1,2022-2,2022-1
20220203,2022-02-03,2022,2,3,3,Thursday,February,1,2022-2,2022-1
20220204,2022-02-04,2022,2,4,4,Friday,February,1,2022-2,2022-1
20220205,2022-02-05,2022,2,5,5,Saturday,February,1,2022-2,2022-1
20220206,2022-02-06,2022,2,6,6,Sunday,February,1,2022-2,2022-1
20220207,2022-02-07,2022,2,7,0,Monday,February,1,2022-2,2022-1
20220208,2022-02-08,2022,2,8,1,Tuesday,February,1,2022-2,2022-1
20220209,2022-02-09,2022,2,9,2,Wednesday,February,1,2022-2,2022-1
20220210,2022-02-10,2022,2,10,3,Thursday,February,1,2022-2,2022-1
20220211,2022-02-11,2022,2,11,4,Friday,February,1,2022-2,2022-1
20220212,2022-02-12,2022,2,12,5,Saturday,February,1,2022-2,2022-1
20220213,2022-02-13,2022,2,13,6,Sunday,February,1,2022-2,2022-1
20220214,2022-02-14,2022,2,14,0,Monday,February,1,2022-2,2022-1
20220215,2022-02-15,2022,2,15,1,Tuesday,February,1,2022-2,2022-1
20220216,2022-02-16,2022,2,16,2,Wednesday,February,1,2022-2,2022-1
20220217,2022-02-17,2022,2,17,3,Thursday,February,1,2022-2,2022-1
20220218,2022-02-18,2022,2,18,4,Friday,February,1,2022-2,2022-1
20220219,2022-02-19,2022,2,19,5,Saturday,February,1,2022-2,2022-1
20220220,2022-02-20,2022,2,20,6,Sunday,February,1,2022-2,2022-1
20220221,2022-02-21,2022,2,21,0,Monday,February,1,2022-2,2022-1
20220222,2022-02-22,2022,2,22,1,Tuesday,February,1,2022-2,2022-1
20220223,2022-02-23,2022,2,23,2,Wednesday,February,1,2022-2,2022-1
20220224,2022-02-24,2022,2,24,3,Thursday,February,1,2022-2,2022-1
20220225,2022-02-25,2022,2,25,4,Friday,February,1,2022-2,2022-1
20220226,2022-02-26,2022,2,26,5,Saturday,February,1,2022-2,2022-1
20220227,2022-02-27,2022,2,27,6,Sunday,February,1,2022-2,2022-1
20220228,2022-02-28,2022,2,28,0,Monday,February,1,2022-2,2022-1
20220301,2022-03-01,2022,3,1,1,Tuesday,March,1,2022-3,2022-1
20220302,2022-03-02,2022,3,2,2,Wednesday,March,1,2022-3,2022-1
20220303,2022-03-03,2022,3,3,3,Thursday,March,1,2022-3,2022-1
20220304,2022-03-04,2022,3,4,4,Friday,March,1,2022-3,2022-1
20220305,2022-03-05,2022,3,5,5,Saturday,March,1,2022-3,2022-1
20220306,2022-03-06,2022,3,6,6,Sunday,March,1,2022-3,2022-1
20220307,2022-03-07,2022,3,7,0,Monday,March,1,2022-3,2022-1
20220308,2022-03-08,2022,3,8,1,Tuesday,March,1,2022-3,2022-1
20220309,2022-03-09,2022,3,9,2,Wednesday,March,1,2022-3,2022-1
20220310,2022-03-10,2022,3,10,3,Thursday,March,1,2022-3,2022-1
20220311,2022-03-11,2022,3,11,4,Friday,March,1,2022-3,2022-1
20220312,2022-03-12,2022,3,12,5,Saturday,March,1,2022-3,2022-1
20220313,2022-03-13,2022,3,13,6,Sunday,March,1,2022-3,2022-1
20220314,2022-03-14,2022,3,14,0,Monday,March,1,2022-3,2022-1
20220315,2022-03-15,2022,3,15,1,Tuesday,March,1,2022-3,2022-1
20220316,2022-03-16,2022,3,16,2,Wednesday,March,1,2022-3,2022-1
20220317,2022-03-17,2022,3,17,3,Thursday,March,1,2022-3,2022-1
20220318,2022-03-18,2022,3,18,4,Friday,March,1,2022-3,2022-1
20220319,2022-03-19,2022,3,19,5,Saturday,March,1,2022-3,2022-1
20220320,2022-03-20,2022,3,20,6,Sunday,March,1,2022-3,2022-1
20220321,2022-03-21,2022,3,21,0,Monday,March,1,2022-3,2022-1
20220322,2022-03-22,2022,3,22,1,Tuesday,March,1,2022-3,2022-1
20220323,2022-03-23,2022,3,23,2,Wednesday,March,1,2022-3,2022-1
20220324,2022-03-24,2022,3,24,3,Thursday,March,1,2022-3,2022-1
20220325,2022-03-25,2022,3,25,4,Friday,March,1,2022-3,2022-1
20220326,2022-03-26,2022,3,26,5,Saturday,March,1,2022-3,2022-1
20220327,2022-03-27,2022,3,27,6,Sunday,March,1,2022-3,2022-1
20220328,2022-03-28,2022,3,28,0,Monday,March,1,2022-3,2022-1
20220329,2022-03-29,2022,3,29,1,Tuesday,March,1,2022-3,2022-1
20220330,2022-03-30,2022,3,30,2,Wednesday,March,1,2022-3,2022-1
20220331,2022-03-31,2022,3,31,3,Thursday,March,1,2022-3,2022-1
20220401,2022-04-01,2022,4,1,4,Friday,April,2,2022-4,2022-2
20220402,2022-04-02,2022,4,2,5,Saturday,April,2,2022-4,2022-2
20220403,2022-04-03,2022,4,3,6,Sunday,April,2,2022-4,2022-2
20220404,2022-04-04,2022,4,4,0,Monday,April,2,2022-4,2022-2
20220405,2022-04-05,2022,4,5,1,Tuesday,April,2,2022-4,2022-2
20220406,2022-04-06,2022,4,6,2,Wednesday,April,2,2022-4,2022-2
20220407,2022-04-07,2022,4,7,3,Thursday,April,2,2022-4,2022-2
20220408,2022-04-08,2022,4,8,4,Friday,April,2,2022-4,2022-2
20220409,2022-04-09,2022,4,9,5,Saturday,April,2,2022-4,2022-2
20220410,2022-04-10,2022,4,10,6,Sunday,April,2,2022-4,2022-2
20220411,2022-04-11,2022,4,11,0,Monday,April,2,2022-4,2022-2
20220412,2022-04-12,2022,4,12,1,Tuesday,April,2,2022-4,2022-2
20220413,2022-04-13,2022,4,13,2,Wednesday,April,2,2022-4,2022-2
20220414,2022-04-14,2022,4,14,3,Thursday,April,2,2022-4,2022-2
20220415,2022-04-15,2022,4,15,4,Friday,April,2,2022-4,2022-2
20220416,2022-04-16,2022,4,16,5,Saturday,April,2,2022-4,2022-2
20220417,2022-04-17,2022,4,17,6,Sunday,April,2,2022-4,2022-2
20220418,2022-04-18,2022,4,18,0,Monday,April,2,2022-4,2022-2
20220419,2022-04-19,2022,4,19,1,Tuesday,April,2,2022-4,2022-2
20220420,2022-04-20,2022,4,20,2,Wednesday,April,2,2022-4,2022-2
20220421,2022-04-21,2022,4,21,3,Thursday,April,2,2022-4,2022-2
20220422,2022-04-22,2022,4,22,4,Friday,April,2,2022-4,2022-2
20220423,2022-04-23,2022,4,23,5,Saturday,April,2,2022-4,2022-2
20220424,2022-04-24,2022,4,24,6,Sunday,April,2,2022-4,2022-2
20220425,2022-04-25,2022,4,25,0,Monday,April,2,2022-4,2022-2
20220426,2022-04-26,2022,4,26,1,Tuesday,April,2,2022-4,2022-2
20220427,2022-04-27,2022,4,27,2,Wednesday,April,2,2022-4,2022-2
20220428,2022-04-28,2022,4,28,3,Thursday,April,2,2022-4,2022-2
20220429,2022-04-29,2022,4,29,4,Friday,April,2,2022-4,2022-2
20220430,2022-04-30,2022,4,30,5,Saturday,April,2,2022-4,2022-2
20220501,2022-05-01,2022,5,1,6,Sunday,May,2,2022-5,2022-2
20220502,2022-05-02,2022,5,2,0,Monday,May,2,2022-5,2022-2
20220503,2022-05-03,2022,5,3,1,Tuesday,May,2,2022-5,2022-2
20220504,2022-05-04,2022,5,4,2,Wednesday,May,2,2022-5,2022-2
20220505,2022-05-05,2022,5,5,3,Thursday,May,2,2022-5,2022-2
20220506,2022-05-06,2022,5,6,4,Friday,May,2,2022-5,2022-2
20220507,2022-05-07,2022,5,7,5,Saturday,May,2,2022-5,2022-2
20220508,2022-05-08,2022,5,8,6,Sunday,May,2,2022-5,2022-2
20220509,2022-05-09,2022,5,9,0,Monday,May,2,2022-5,2022-2
20220510,2022-05-10,2022,5,10,1,Tuesday,May,2,2022-5,2022-2
20220511,2022-05-11,2022,5,11,2,Wednesday,May,2,2022-5,2022-2
20220512,2022-05-12,2022,5,12,3,Thursday,May,2,2022-5,2022-2
20220513,2022-05-13,2022,5,13,4,Friday,May,2,2022-5,2022-2
20220514,2022-05-14,2022,5,14,5,Saturday,May,2,2022-5,2022-2
20220515,2022-05-15,2022,5,15,6,Sunday,May,2,2022-5,2022-2
20220516,2022-05-16,2022,5,16,0,Monday,May,2,2022-5,2022-2
20220517,2022-05-17,2022,5,17,1,Tuesday,May,2,2022-5,2022-2
20220518,2022-05-18,2022,5,18,2,Wednesday,May,2,2022-5,2022-2
20220519,2022-05-19,2022,5,19,3,Thursday,May,2,2022-5,2022-2
20220520,2022-05-20,2022,5,20,4,Friday,May,2,2022-5,2022-2
20220521,2022-05-21,2022,5,21,5,Saturday,May,2,2022-5,2022-2
20220522,2022-05-22,2022,5,22,6,Sunday,May,2,2022-5,2022-2
20220523,2022-05-23,2022,5,23,0,Monday,May,2,2022-5,2022-2
20220524,2022-05-24,2022,5,24,1,Tuesday,May,2,2022-5,2022-2
20220525,2022-05-25,2022,5,25,2,Wednesday,May,2,2022-5,2022-2
20220526,2022-05-26,2022,5,26,3,Thursday,May,2,2022-5,2022-2
20220527,2022-05-27,2022,5,27,4,Friday,May,2,2022-5,2022-2
20220528,2022-05-28,2022,5,28,5,Saturday,May,2,2022-5,2022-2
20220529,2022-05-29,2022,5,29,6,Sunday,May,2,2022-5,2022-2
20220530,2022-05-30,2022,5,30,0,Monday,May,2,2022-5,2022-2
20220531,2022-05-31,2022,5,31,1,Tuesday,May,2,2022-5,2022-2
20220601,2022-06-01,2022,6,1,2,Wednesday,June,2,2022-6,2022-2
20220602,2022-06-02,2022,6,2,3,Thursday,June,2,2022-6,2022-2
20220603,2022-06-03,2022,6,3,4,Friday,June,2,2022-6,2022-2
20220604,2022-06-04,2022,6,4,5,Saturday,June,2,2022-6,2022-2
20220605,2022-06-05,2022,6,5,6,Sunday,June,2,2022-6,2022-2
20220606,2022-06-06,2022,6,6,0,Monday,June,2,2022-6,2022-2
20220607,2022-06-07,2022,6,7,1,Tuesday,June,2,2022-6,2022-2
20220608,2022-06-08,2022,6,8,2,Wednesday,June,2,2022-6,2022-2
20220609,2022-06-09,2022,6,9,3,Thursday,June,2,2022-6,2022-2
20220610,2022-06-10,2022,6,10,4,Friday,June,2,2022-6,2022-2
20220611,2022-06-11,2022,6,11,5,Saturday,June,2,2022-6,2022-2
20220612,2022-06-12,2022,6,12,6,Sunday,June,2,2022-6,2022-2
20220613,2022-06-13,2022,6,13,0,Monday,June,2,2022-6,2022-2
20220614,2022-06-14,2022,6,14,1,Tuesday,June,2,2022-6,2022-2
20220615,2022-06-15,2022,6,15,2,Wednesday,June,2,2022-6,2022-2
20220616,2022-06-16,2022,6,16,3,Thursday,June,2,2022-6,2022-2
20220617,2022-06-17,2022,6,17,4,Friday,June,2,2022-6,2022-2
20220618,2022-06-18,2022,6,18,5,Saturday,June,2,2022-6,2022-2
20220619,2022-06-19,2022,6,19,6,Sunday,June,2,2022-6,2022-2
20220620,2022-06-20,2022,6,20,0,Monday,June,2,2022-6,2022-2
20220621,2022-06-21,2022,6,21,1,Tuesday,June,2,2022-6,2022-2
20220622,2022-06-22,2022,6,22,2,Wednesday,June,2,2022-6,2022-2
20220623,2022-06-23,2022,6,23,3,Thursday,June,2,2022-6,2022-2
20220624,2022-06-24,2022,6,24,4,Friday,June,2,2022-6,2022-2
20220625,2022-06-25,2022,6,25,5,Saturday,June,2,2022-6,2022-2
20220626,2022-06-26,2022,6,26,6,Sunday,June,2,2022-6,2022-2
20220627,2022-06-27,2022,6,27,0,Monday,June,2,2022-6,2022-2
20220628,2022-06-28,2022,6,28,1,Tuesday,June,2,2022-6,2022-2
20220629,2022-06-29,2022,6,29,2,Wednesday,June,2,2022-6,2022-2
20220630,2022-06-30,2022,6,30,3,Thursday,June,2,2022-6,2022-2
20220701,2022-07-01,2022,7,1,4,Friday,July,3,2022-7,2022-3
20220702,2022-07-02,2022,7,2,5,Saturday,July,3,2022-7,2022-3
20220703,2022-07-03,2022,7,3,6,Sunday,July,3,2022-7,2022-3
20220704,2022-07-04,2022,7,4,0,Monday,July,3,2022-7,2022-3
20220705,2022-07-05,2022,7,5,1,Tuesday,July,3,2022-7,2022-3
20220706,2022-07-06,2022,7,6,2,Wednesday,July,3,2022-7,2022-3
20220707,2022-07-07,2022,7,7,3,Thursday,July,3,2022-7,2022-3
20220708,2022-07-08,2022,7,8,4,Friday,July,3,2022-7,2022-3
20220709,2022-07-09,2022,7,9,5,Saturday,July,3,2022-7,2022-3
20220710,2022-07-10,2022,7,10,6,Sunday,July,3,2022-7,2022-3
20220711,2022-07-11,2022,7,11,0,Monday,July,3,2022-7,2022-3
20220712,2022-07-12,2022,7,12,1,Tuesday,July,3,2022-7,2022-3
20220713,2022-07-13,2022,7,13,2,Wednesday,July,3,2022-7,2022-3
20220714,2022-07-14,2022,7,14,3,Thursday,July,3,2022-7,2022-3
20220715,2022-07-15,2022,7,15,4,Friday,July,3,2022-7,2022-3
20220716,2022-07-16,2022,7,16,5,Saturday,July,3,2022-7,2022-3
20220717,2022-07-17,2022,7,17,6,Sunday,July,3,2022-7,2022-3
20220718,2022-07-18,2022,7,18,0,Monday,July,3,2022-7,2022-3
20220719,2022-07-19,2022,7,19,1,Tuesday,July,3,2022-7,2022-3
20220720,2022-07-20,2022,7,20,2,Wednesday,July,3,2022-7,2022-3
20220721,2022-07-21,2022,7,21,3,Thursday,July,3,2022-7,2022-3
20220722,2022-07-22,2022,7,22,4,Friday,July,3,2022-7,2022-3
20220723,2022-07-23,2022,7,23,5,Saturday,July,3,2022-7,2022-3
20220724,2022-07-24,2022,7,24,6,Sunday,July,3,2022-7,2022-3
20220725,2022-07-25,2022,7,25,0,Monday,July,3,2022-7,2022-3
20220726,2022-07-26,2022,7,26,1,Tuesday,July,3,2022-7,2022-3
20220727,2022-07-27,2022,7,27,2,Wednesday,July,3,2022-7,2022-3
20220728,2022-07-28,2022,7,28,3,Thursday,July,3,2022-7,2022-3
20220729,2022-07-29,2022,7,29,4,Friday,July,3,2022-7,2022-3
20220730,2022-07-30,2022,7,30,5,Saturday,July,3,2022-7,2022-3
20220731,2022-07-31,2022,7,31,6,Sunday,July,3,2022-7,2022-3
20220801,2022-08-01,2022,8,1,0,Monday,August,3,2022-8,2022-3
20220802,2022-08-02,2022,8,2,1,Tuesday,August,3,2022-8,2022-3
20220803,2022-08-03,2022,8,3,2,Wednesday,August,3,2022-8,2022-3
20220804,2022-08-04,2022,8,4,3,Thursday,August,3,2022-8,2022-3
20220805,2022-08-05,2022,8,5,4,Friday,August,3,2022-8,2022-3
20220806,2022-08-06,2022,8,6,5,Saturday,August,3,2022-8,2022-3
20220807,2022-08-07,2022,8,7,6,Sunday,August,3,2022-8,2022-3
20220808,2022-08-08,2022,8,8,0,Monday,August,3,2022-8,2022-3
20220809,2022-08-09,2022,8,9,1,Tuesday,August,3,2022-8,2022-3
20220810,2022-08-10,2022,8,10,2,Wednesday,August,3,2022-8,2022-3
20220811,2022-08-11,2022,8,11,3,Thursday,August,3,2022-8,2022-3
20220812,2022-08-12,2022,8,12,4,Friday,August,3,2022-8,2022-3
20220813,2022-08-13,2022,8,13,5,Saturday,August,3,2022-8,2022-3
20220814,2022-08-14,2022,8,14,6,Sunday,August,3,2022-8,2022-3
20220815,2022-08-15,2022,8,15,0,Monday,August,3,2022-8,2022-3
20220816,2022-08-16,2022,8,16,1,Tuesday,August,3,2022-8,2022-3
20220817,2022-08-17,2022,8,17,2,Wednesday,August,3,2022-8,2022-3
20220818,2022-08-18,2022,8,18,3,Thursday,August,3,2022-8,2022-3
20220819,2022-08-19,2022,8,19,4,Friday,August,3,2022-8,2022-3
20220820,2022-08-20,2022,8,20,5,Saturday,August,3,2022-8,2022-3
20220821,2022-08-21,2022,8,21,6,Sunday,August,3,2022-8,2022-3
20220822,2022-08-22,2022,8,22,0,Monday,August,3,2022-8,2022-3
20220823,2022-08-23,2022,8,23,1,Tuesday,August,3,2022-8,2022-3
20220824,2022-08-24,2022,8,24,2,Wednesday,August,3,2022-8,2022-3
20220825,2022-08-25,2022,8,25,3,Thursday,August,3,2022-8,2022-3
20220826,2022-08-26,2022,8,26,4,Friday,August,3,2022-8,2022-3
20220827,2022-08-27,2022,8,27,5,Saturday,August,3,2022-8,2022-3
20220828,2022-08-28,2022,8,28,6,Sunday,August,3,2022-8,2022-3
20220829,2022-08-29,2022,8,29,0,Monday,August,3,2022-8,2022-3
20220830,2022-08-30,2022,8,30,1,Tuesday,August,3,2022-8,2022-3
20220831,2022-08-31,2022,8,31,2,Wednesday,August,3,2022-8,2022-3
20220901,2022-09-01,2022,9,1,3,Thursday,September,3,2022-9,2022-3
20220902,2022-09-02,2022,9,2,4,Friday,September,3,2022-9,2022-3
20220903,2022-09-03,2022,9,3,5,Saturday,September,3,2022-9,2022-3
20220904,2022-09-04,2022,9,4,6,Sunday,September,3,2022-9,2022-3
20220905,2022-09-05,2022,9,5,0,Monday,September,3,2022-9,2022-3
20220906,2022-09-06,2022,9,6,1,Tuesday,September,3,2022-9,2022-3
20220907,2022-09-07,2022,9,7,2,Wednesday,September,3,2022-9,2022-3
20220908,2022-09-08,2022,9,8,3,Thursday,September,3,2022-9,2022-3
20220909,2022-09-09,2022,9,9,4,Friday,September,3,2022-9,2022-3
20220910,2022-09-10,2022,9,10,5,Saturday,September,3,2022-9,2022-3
20220911,2022-09-11,2022,9,11,6,Sunday,September,3,2022-9,2022-3
20220912,2022-09-12,2022,9,12,0,Monday,September,3,2022-9,2022-3
20220913,2022-09-13,2022,9,13,1,Tuesday,September,3,2022-9,2022-3
20220914,2022-09-14,2022,9,14,2,Wednesday,September,3,2022-9,2022-3
20220915,2022-09-15,2022,9,15,3,Thursday,September,3,2022-9,2022-3
20220916,2022-09-16,2022,9,16,4,Friday,September,3,2022-9,2022-3
20220917,2022-09-17,2022,9,17,5,Saturday,September,3,2022-9,2022-3
20220918,2022-09-18,2022,9,18,6,Sunday,September,3,2022-9,2022-3
20220919,2022-09-19,2022,9,19,0,Monday,September,3,2022-9,2022-3
20220920,2022-09-20,2022,9,20,1,Tuesday,September,3,2022-9,2022-3
20220921,2022-09-21,2022,9,21,2,Wednesday,September,3,2022-9,2022-3
20220922,2022-09-22,2022,9,22,3,Thursday,September,3,2022-9,2022-3
20220923,2022-09-23,2022,9,23,4,Friday,September,3,2022-9,2022-3
20220924,2022-09-24,2022,9,24,5,Saturday,September,3,2022-9,2022-3
20220925,2022-09-25,2022,9,25,6,Sunday,September,3,2022-9,2022-3
20220926,2022-09-26,2022,9,26,0,Monday,September,3,2022-9,2022-3
20220927,2022-09-27,2022,9,27,1,Tuesday,September,3,2022-9,2022-3
20220928,2022-09-28,2022,9,28,2,Wednesday,September,3,2022-9,2022-3
20220929,2022-09-29,2022,9,29,3,Thursday,September,3,2022-9,2022-3
20220930,2022-09-30,2022,9,30,4,Friday,September,3,2022-9,2022-3
20221001,2022-10-01,2022,10,1,5,Saturday,October,4,2022-10,2022-4
20221002,2022-10-02,2022,10,2,6,Sunday,October,4,2022-10,2022-4
20221003,2022-10-03,2022,10,3,0,Monday,October,4,2022-10,2022-4
20221004,2022-10-04,2022,10,4,1,Tuesday,October,4,2022-10,2022-4
20221005,2022-10-05,2022,10,5,2,Wednesday,October,4,2022-10,2022-4
20221006,2022-10-06,2022,10,6,3,Thursday,October,4,2022-10,2022-4
20221007,2022-10-07,2022,10,7,4,Friday,October,4,2022-10,2022-4
20221008,2022-10-08,2022,10,8,5,Saturday,October,4,2022-10,2022-4
20221009,2022-10-09,2022,10,9,6,Sunday,October,4,2022-10,2022-4
20221010,2022-10-10,2022,10,10,0,Monday,October,4,2022-10,2022-4
20221011,2022-10-11,2022,10,11,1,Tuesday,October,4,2022-10,2022-4
20221012,2022-10-12,2022,10,12,2,Wednesday,October,4,2022-10,2022-4
20221013,2022-10-13,2022,10,13,3,Thursday,October,4,2022-10,2022-4
20221014,2022-10-14,2022,10,14,4,Friday,October,4,2022-10,2022-4
20221015,2022-10-15,2022,10,15,5,Saturday,October,4,2022-10,2022-4
20221016,2022-10-16,2022,10,16,6,Sunday,October,4,2022-10,2022-4
20221017,2022-10-17,2022,10,17,0,Monday,October,4,2022-10,2022-4
20221018,2022-10-18,2022,10,18,1,Tuesday,October,4,2022-10,2022-4
20221019,2022-10-19,2022,10,19,2,Wednesday,October,4,2022-10,2022-4
20221020,2022-10-20,2022,10,20,3,Thursday,October,4,2022-10,2022-4
20221021,2022-10-21,2022,10,21,4,Friday,October,4,2022-10,2022-4
